product_id,product_name,category,price,stock_quantity,first_available
417,Coffee Capsule Dispenser,Kitchen,24.99,166,13/09/2024
418,Berry Smoothie Mix,Food - Frozen Foods,4.99,329,19/04/2025
419,Camping Lantern,Outdoor,34.99,179,08/11/2023
420,Adjustable Yoga Mat Strap,Fitness,14.99,326,24/10/2024
421,Dried Apricots,Food - Dried Fruits,3.79,341,06/05/2023
422,Fitness Tracker Watch,Wearable Tech,79.99,450,21/12/2024
423,Bamboo Cutting Board,Kitchen,22,323,30/08/2024
424,Electric Heating Pad,Health,20.99,454,12/07/2024
425,Plaid Flannel Shirt,Clothing - Tops,29.99,251,16/09/2023
426,Noise-Canceling Earbuds,Audio,79.99,340,01/07/2023
427,Pleated Midi Dress,Clothing - Dresses,79.99,443,08/10/2023
428,Tea Set with Infuser,Kitchen,34.99,328,21/09/2022
429,Weighted Blanket,Health,79.99,356,24/12/2023
430,Roasted Garlic Butter,Food - Condiments,3.29,435,10/08/2022
431,Water-Resistant Bluetooth Speaker,Audio,59.99,260,17/05/2025
432,Classic Black Dress,Clothing - Dresses,79.99,273,29/08/2022
433,Electric Food Slicer,Kitchen,99.99,17,28/11/2023
434,Organic Almond Flour,Food - Baking,6.99,10,07/08/2023
435,Buffalo Chicken Wraps,Food - Prepared Meals,5.99,210,23/12/2022
436,Peanut Butter,Food - Condiments,3.79,400,15/01/2024
437,Ripped Boyfriend Jeans,Clothing - Bottoms,54.99,174,11/05/2025
438,Chicken Salad Kit,Food - Prepared Foods,5.99,149,24/01/2024
439,Organic Italian Seasoning,Food - Spices,2.99,185,02/08/2022
440,Peach Green Tea,Food - Beverages,3.49,33,28/04/2025
441,Camera Tripod,Photography,49.99,462,01/07/2024
442,Self-Adhesive Wallpaper,Home,34.99,263,09/02/2023
443,Homestyle Beef Stew,Food - Canned Soups,7.99,354,10/08/2023
444,Greek Yogurt Parfait,Food - Dairy,4.49,39,13/06/2024
445,Luxury Bathrobe,Clothing,49.99,40,06/01/2025
446,Fitbit Activity Tracker,Fitness,99.99,284,23/11/2022
447,Kids' STEM Robotics Kit,Toys,59.99,349,01/10/2023
448,Honey mustard chicken tenders,Food - Meat,7.99,152,30/12/2024
449,Indoor Plants,Garden,19.99,89,13/02/2025
450,Mini Projector,Electronics,169.99,214,26/11/2024
451,High-Top Leather Boots,Clothing - Footwear,99.99,252,24/06/2023
452,Quinoa,Food - Grains,4.49,319,18/01/2023
453,Cookbook,Books,27.99,319,18/07/2024
454,Shredded Cheese,Food - Dairy,4.29,416,14/09/2023
455,Slim Fit Chinos,Clothing - Pants,54.99,116,07/03/2024
456,Stuffed Grape Leaves,Food - Prepared Foods,5.79,65,22/04/2024
457,Yoga Mat,Fitness,25,372,20/03/2023
458,Oatmeal Raisin Cookies,Food - Baked Goods,3.49,179,28/09/2024
459,Chocolate Coconut Protein Balls,Food - Snacks,2.99,103,26/11/2022
460,Indoor Grill,Kitchen,59.99,402,29/08/2022
461,Outdoor Camping Hammock,Outdoor,29.99,157,06/11/2024
462,Handmade Wooden Utensil Set,Kitchen,24.99,311,29/01/2024
463,Laptop Backpack,Accessories,69.99,353,11/08/2023
464,Almond Flour Bread Mix,Food - Baking,4.89,219,10/02/2024
465,Children's Science Experiment Lab Kit,Toys,29.99,343,06/11/2022
466,Sushi Roll Kit,Food - Cooking Kits,9.99,297,27/11/2024
467,Crafting Kit,Art Supplies,29.99,241,09/05/2023
468,Mini Waffle Maker,Kitchen,24.99,500,07/05/2025
469,Almond Flour Bread Mix,Food - Baking,4.89,144,16/06/2025
470,Gingerbread House Kit,Food - Baking,6.99,352,17/05/2023
471,Organic Granola,Food - Breakfast,5.49,378,18/07/2023
472,Rechargeable Electric Screwdriver,Tools,39.99,219,17/06/2024
473,Wild Rice Pilaf,Food - Grains,3.79,16,25/08/2023
474,Chocolate Coconut Granola,Food - Cereals,3.79,279,07/01/2023
475,Digital Bullet Journal,Apps,24.99,81,26/06/2024
476,Roasted Chickpeas,Food - Snacks,2.99,310,05/05/2023
477,Thai Red Curry Paste,Food - Condiments,3.99,429,02/03/2023
478,Smartphone Camera Lens Kit,Photography,19.99,314,25/05/2025
479,Cotton Sweatpants,Clothing - Bottoms,29.99,246,12/10/2023
480,Energy Protein Bars,Food - Snacks,2.29,60,02/02/2024
481,Teriyaki Chicken Wings,Food - Frozen Food,10.99,208,10/04/2025
482,Smart Home Security Camera,Smart Home,79.99,35,01/06/2023
483,Organic Fruit Salad,Food - Produce,4.49,410,05/12/2023
484,Mini Air Purifier,Health,49.99,274,16/04/2024
485,Stainless Steel BBQ Grill Set,Outdoor,49.99,48,23/07/2022
486,Pasta Primavera Kit,Food - Meal Kits,7.49,301,06/03/2025
487,Teriyaki Chicken Wings,Food - Frozen Food,10.99,368,02/06/2024
488,Sweet BBQ Dipping Sauce,Food - Condiments,3.49,385,30/04/2023
489,Tahini,Food - Condiments,5.49,312,20/08/2023
490,Wall Art Stickers,Home,19.99,124,31/03/2023
491,LED Disco Ball Light,Home,19.99,164,23/01/2025
492,Almond Flour Biscuits,Food - Bakery,6.49,461,16/11/2024
493,Two-Tier Fruit Basket,Home,29.99,259,18/03/2023
494,Mini Electric Kettle,Kitchen,29.99,422,16/05/2023
495,Silicone Baking Mat,Kitchen,15.99,137,16/07/2023
496,Electric Butter Churn,Kitchen,49.99,463,26/06/2025
497,Maple Almond Granola,Food - Breakfast,5.49,343,26/08/2024
498,Coconut Milk Ice Cream,Food - Frozen Desserts,6.99,355,05/01/2025
499,Organic Black Rice,Food - Grains,3.59,89,12/02/2023
500,Weighted Blanket for Adults,Health,59.99,269,16/07/2022
